Analyst,,,,,,
Date Started,3/13/2025 4:16 AM  GMT: 3/13/2025 11:16 AM,,,,,
Worksheet,LC003987_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/13/2025,4:29:52 AM,PATRON,0.8942,,mg/L,0.4
3/13/2025,4:31:34 AM,BLANCO,0.0065,,mg/L,55.9
3/13/2025,4:31:44 AM,REAGENT BLANK,0,,mg/L,88.2
3/13/2025,4:31:58 AM,LC003987-001,0.1515,,mg/L,0.7
3/13/2025,4:32:12 AM,LC003987-002,0.116,,mg/L,1.5
3/13/2025,4:32:24 AM,LC003987-003,-0.0003,,mg/L,>100
3/13/2025,4:32:38 AM,LC003987-004,0.0134,,mg/L,5.2
3/13/2025,4:32:52 AM,LC003987-005,0.0023,,mg/L,89.5
3/13/2025,4:33:06 AM,LC003987-006,0.0028,,mg/L,21.4
3/13/2025,4:35:44 AM,PATRON,0.8852,,mg/L,0.3
3/13/2025,4:36:08 AM,LC003987-007,0.0437,,mg/L,2.1
3/13/2025,4:36:20 AM,LC003987-008,0.0183,,mg/L,6.9
3/13/2025,4:36:34 AM,LC003987-009,0.0603,,mg/L,0.5
3/13/2025,4:36:48 AM,LC003987-010,0.0225,,mg/L,1.4
3/13/2025,4:37:02 AM,LC003987-011,0.0226,,mg/L,2.5
3/13/2025,4:37:16 AM,LC003987-012,0.0377,,mg/L,2.4
3/13/2025,4:37:30 AM,PATRON,0.8898,,mg/L,0.2
3/13/2025,4:37:42 AM,LC003987-013,0.1056,,mg/L,1.6
3/13/2025,4:37:56 AM,LC003987-014,0.0919,,mg/L,1.9
3/13/2025,4:38:10 AM,LC003987-015,0.0489,,mg/L,1.9
3/13/2025,4:38:24 AM,LC003987-016,0.0934,,mg/L,1.9
3/13/2025,4:38:36 AM,LC003987-017,0.074,,mg/L,1.2
3/13/2025,4:38:50 AM,LC003987-018,0.1704,,mg/L,0.7
3/13/2025,4:39:04 AM,PATRON,0.8914,,mg/L,0.4
3/13/2025,4:39:22 AM,LC003987-019,0.0118,,mg/L,11.5
3/13/2025,4:39:36 AM,LC003987-020,0.0658,,mg/L,3.6
3/13/2025,4:39:48 AM,LC003987-021,0.4067,,mg/L,0.3
3/13/2025,4:40:02 AM,LC003987-022,0.0289,,mg/L,5.2
3/13/2025,4:40:16 AM,LC003987-023,0.0268,,mg/L,1.1
3/13/2025,4:40:30 AM,LC003987-024,0.1258,,mg/L,0.9
3/13/2025,4:40:44 AM,PATRON,0.894,,mg/L,0.3
3/13/2025,4:40:52 AM,PATRON,0.9029,,mg/L,0.6
3/13/2025,4:42:26 AM,BLANCO,0.0011,,mg/L,>100
3/13/2025,4:42:40 AM,REAGENT BLANK,0,,mg/L,97.9
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
