Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cab Columna,Untitled 000,1.078
Comp. Cola Columna,Untitled 000,0.663
Barren,Untitled 000,0.624
Cabeza puntual retorno,Untitled 000,1.05
Celda # 11-A,Untitled 000,0.233
Celda # 11-B,Untitled 000,0.61
Celda # 11-C,Untitled 000,2.273
Celda # 6-F2,Untitled 000,0.085
Celda #5-9,Untitled 000,0.888
Celda #(F1+F2),Untitled 000,1.079
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.461
NE Tubo 4,Untitled 000,0.861
NE Tubo 5,Untitled 000,0.13
NE Tubo 6,Untitled 000,0.666
NE Tubo 7,Untitled 000,0.801
Puntual Noroeste,Untitled 000,1.26
Barren Patios,Untitled 000,0.672
Tubo 3,Untitled 000,1.731
Especial 1,Untitled 000,0.179
Especial 2,Untitled 000,2.041
Especial 3,Untitled 000,0.051
Especial 4,Untitled 000,0.067
Especial 5,Untitled 000,0.786
Especial 6,Untitled 000,1.118
