Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.089
Cabeza puntual retorno,Au 242.80,0.09
Celda #(F1+F2),Au 242.80,0.084
Puntual Noroeste,Au 242.80,0.084
Tubo 3,Au 242.80,0.095
Comp. Cola Columna,Au 242.80,0.025
Barren,Au 242.80,0.028
Celda # 11-A,Au 242.80,0.123
Celda # 11-B,Au 242.80,0.022
Celda # 11-C,Au 242.80,0.034
Celda #5-9,Au 242.80,0.141
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.153
NE Tubo 4,Au 242.80,0.028
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.036
Barren Patios,Au 242.80,0.02
Especial 1,Au 242.80,0.117
Especial 2,Au 242.80,0.117
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.145
Columna #1,Au 242.80,0.088
Columna #2,Au 242.80,0.067
Columna #3,Au 242.80,0.054
Columna #4,Au 242.80,0.041
Columna #5,Au 242.80,0.023
