Sample ID,Analyte Name,Reported Conc (Calib)
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.103
NE Tubo 4,Untitled 000,0.233
NE Tubo 5,Untitled 000,0.032
NE Tubo 6,Untitled 000,0.033
NE Tubo 7,Untitled 000,0.224
Puntual Noroeste,Untitled 000,0.399
Barren Patios,Untitled 000,0.295
Tubo 3,Untitled 000,1.078
Comp. Cabeza Columna,Untitled 000,0.406
Comp. Cola Columna,Untitled 000,0.379
Barren,Untitled 000,0.374
Cabeza puntual retorno,Untitled 000,0.402
Columna #1,Untitled 000,0.386
Columna #2,Untitled 000,0.383
Columna #3,Untitled 000,0.372
Columna #4,Untitled 000,0.351
Columna #5,Untitled 000,0.335
Celda # 11-A,Untitled 000,0.121
Celda # 11-B,Untitled 000,0.034
Celda # 11-C,Untitled 000,0.03
Celda #5-9,Untitled 000,0.327
Celda #(F1+F2),Untitled 000,0.366
Especial 1,Untitled 000,0.043
Especial 2,Untitled 000,0.039
Especial 3,Untitled 000,0.065
Especial 4,Untitled 000,0.306
Especial 5,Untitled 000,0.051
