Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.722
Cabeza puntual retorno,Untitled 000,0.946
Celda #(F1+F2),Untitled 000,0.672
Puntual Noroeste,Untitled 000,0.333
Tubo 3,Untitled 000,0.473
Comp. Cola Columna,Untitled 000,0.581
Barren,Untitled 000,0.592
Celda # 11-A,Untitled 000,0.248
Celda # 11-B,Untitled 000,0.278
Celda # 11-C,Untitled 000,0.032
Celda # 6-F2,Untitled 000,1.166
Celda #5-9,Untitled 000,0.053
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.121
NE Tubo 4,Untitled 000,0.356
NE Tubo 5,Untitled 000,0.131
NE Tubo 6,Untitled 000,0.129
NE Tubo 7,Untitled 000,0.365
Barren Patios,Untitled 000,0.538
Especial 1,Untitled 000,0.039
Especial 2,Untitled 000,0.037
Especial 3,Untitled 000,0.192
Especial 4,Untitled 000,0.610
Especial 5,Untitled 000,0.043
