Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.542
Comp. Cola Columna,Untitled 000,0.301
Barren,Untitled 000,0.269
Cabeza puntual retorno,Untitled 000,0.534
Celda # 11-A,Untitled 000,0.796
Celda # 11-B,Untitled 000,0.49
Celda # 11-C,Untitled 000,0.044
Celda # 6-F2,Untitled 000,0.078
Celda #5-9,Untitled 000,0.573
Celda #(F1+F2),Untitled 000,0.493
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.141
NE Tubo 4,Untitled 000,0.349
NE Tubo 5,Untitled 000,0.056
NE Tubo 6,Untitled 000,0.066
NE Tubo 7,Untitled 000,0.466
Puntual Noroeste,Untitled 000,0.48
Barren Patios,Untitled 000,0.267
Tubo 3,Untitled 000,0.743
Especial 1,Untitled 000,0.922
Especial 2,Untitled 000,0.046
Especial 3,Untitled 000,0.106
Especial 4,Untitled 000,0.089
Especial 5,Untitled 000,0.096
Especial 6,Untitled 000,0.026
