"Analista",""
"Fecha de inicio","04:27 p. m. 23/01/2023"
"Hoja de trabajo","Sa000125_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",1.0110,"","mg/L",1.5,0.1333,0.1346,0.1344,0.1310
"Ag","BLANCO",-0.0003,"","mg/L",">100",0.0000,0.0000,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",70.6,0.0002,0.0003,0.0002,0.0000
"Ag","SA000125-001",5.1050,"","mg/L",0.5,0.0274,0.0276,0.0275,0.0273
"Ag","SA000125-002",7.7481,"","mg/L",1.3,0.0415,0.0409,0.0416,0.0419
"Ag","SA000125-003",2.5782,"","mg/L",0.8,0.0138,0.0137,0.0138,0.0139
"Ag","SA000125-004",3.2309,"","mg/L",1.4,0.0173,0.0174,0.0171,0.0175
"Ag","SA000125-005",5.1755,"","mg/L",0.8,0.0277,0.0279,0.0277,0.0275
"Ag","PATRON",1.0178,"","mg/L",1.1,0.1342,0.1352,0.1348,0.1326
"Ag","SA000125-006",3.2996,"","mg/L",0.7,0.0177,0.0178,0.0175,0.0177
"Ag","SA000125-007",8.7516,"","mg/L",1.5,0.0468,0.0461,0.0466,0.0475
"Ag","SA000125-008",3.6149,"","mg/L",1.7,0.0194,0.0194,0.0191,0.0197
"Ag","SA000125-009",15.0744,"","mg/L",0.5,0.0806,0.0810,0.0803,0.0805
"Ag","SA000125-010",2.1474,"","mg/L",1.8,0.0115,0.0117,0.0113,0.0116
"Ag","PATRON",1.0202,"","mg/L",0.4,0.1345,0.1345,0.1341,0.1350
"Ag","BLANCO",-0.0006,"","mg/L",16.3,-0.0001,-0.0001,-0.0001,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0000,-0.0001,0.0000,0.0000
"Ag","SA000125-011",5.3562,"","mg/L",1.5,0.0287,0.0292,0.0284,0.0285
"Ag","SA000125-012",2.9930,"","mg/L",0.5,0.0161,0.0160,0.0162,0.0161
"Ag","SA000125-013",3.3048,"","mg/L",0.3,0.0177,0.0177,0.0178,0.0177
"Ag","SA000125-014",3.3832,"","mg/L",1.2,0.0181,0.0179,0.0182,0.0183
"Ag","SA000125-015",2.2623,"","mg/L",0.8,0.0121,0.0121,0.0122,0.0121
"Ag","PATRON",1.0152,"","mg/L",0.5,0.1339,0.1338,0.1333,0.1346
"Ag","SA000125-016",1.3067,"","mg/L",1.8,0.0070,0.0071,0.0069,0.0070
"Ag","SA000125-017",2.5869,"","mg/L",1.4,0.0139,0.0138,0.0141,0.0138
"Ag","SA000125-018",1.2003,"","mg/L",2.2,0.0065,0.0065,0.0066,0.0063
"Ag","SA000125-019",2.3702,"","mg/L",1.7,0.0127,0.0125,0.0129,0.0128
"Ag","SA000125-020",1.1852,"","mg/L",4.6,0.0064,0.0067,0.0064,0.0061
"Ag","PATRON",1.0184,"","mg/L",0.5,0.1343,0.1348,0.1336,0.1345
"Ag","BLANCO",0.0025,"","mg/L",29.6,0.0003,0.0004,0.0004,0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",9.6,0.0003,0.0003,0.0004,0.0003
"Ag","SA000125-021",3.0214,"","mg/L",1.1,0.0163,0.0161,0.0164,0.0164
"Ag","SA000125-022",2.5126,"","mg/L",1.6,0.0135,0.0137,0.0133,0.0135
"Ag","SA000125-023",2.6327,"","mg/L",1.9,0.0141,0.0143,0.0141,0.0138
"Ag","SA000125-024",-0.0135,"","mg/L",">100",-0.0001,-0.0001,-0.0001,0.0000
"Ag","SA000125-025",0.0787,"","mg/L",22.9,0.0004,0.0004,0.0004,0.0005
"Ag","PATRON",1.0113,"","mg/L",0.5,0.1334,0.1338,0.1326,0.1338
"Ag","SA000125-026",28.0985,"","mg/L",1.3,0.1478,0.1491,0.1488,0.1456
"Ag","SA000125-027",1.4255,"","mg/L",1.7,0.0076,0.0078,0.0075,0.0076
"Ag","SA000125-028",1.6110,"","mg/L",0.7,0.0087,0.0086,0.0086,0.0087
"Ag","SA000125-029",2.2382,"","mg/L",0.0,0.0120,0.0120,0.0120,0.0120
"Ag","SA000125-030",3.8318,"","mg/L",1.1,0.0205,0.0203,0.0207,0.0206
"Ag","PATRON",1.0056,"","mg/L",0.4,0.1327,0.1327,0.1332,0.1321
"Ag","BLANCO",-0.0002,"","mg/L",">100",0.0000,-0.0001,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",30.9,0.0002,0.0002,0.0002,0.0003
"Ag","SA000125-031",1.7282,"","mg/L",1.6,0.0093,0.0091,0.0094,0.0092
"Ag","SA000125-032",2.5901,"","mg/L",1.0,0.0139,0.0141,0.0138,0.0138
"Ag","PATRON",1.0115,"","mg/L",0.5,0.1334,0.1339,0.1338,0.1326
"Ag","BLANCO",-0.0004,"","mg/L",">100",-0.0001,0.0000,-0.0001,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0000,0.0001,-0.0001,0.0000
