Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,2.810
Cabeza puntual retorno,Untitled 000,2.845
Comp. Cola Columna,Untitled 000,2.038
Barren,Untitled 000,2.006
Celda # 11-A,Untitled 000,2.009
Celda # 11-B,Untitled 000,7.052
Celda # 11-C,Untitled 000,6.750
Celda #5-9,Untitled 000,0.042
Celda #(F1+F2),Untitled 000,1.668
NE Tubo 1,Untitled 000,3.930
NE Tubo 2,Untitled 000,0.692
NE Tubo 4,Untitled 000,1.864
NE Tubo 5,Untitled 000,0.950
NE Tubo 6,Untitled 000,0.341
NE Tubo 7,Untitled 000,2.009
Puntual Noroeste,Untitled 000,1.678
Barren Patios,Untitled 000,1.551
Tubo 3,Untitled 000,2.312
Especial 1,Untitled 000,0.092
Especial 2,Untitled 000,0.054
Especial 3,Untitled 000,0.091
Especial 4,Untitled 000,0.078
Especial 5,Untitled 000,0.053
