Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cola Columna,Au 242.80,0.033
Comp. Cabeza Columna,Au 242.80,0.107
Cabeza puntual retorno,Au 242.80,0.111
Celda #(F1+F2),Au 242.80,0.109
Puntual Noroeste,Au 242.80,0.11
Tubo 3,Au 242.80,0.12
Barren,Au 242.80,0.03
Celda # 11-A,Au 242.80,0.016
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.201
Celda #5-9,Au 242.80,0.3
NE Tubo 1,Au 242.80,0.212
NE Tubo 2,Au 242.80,0.129
NE Tubo 4,Au 242.80,0.019
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.035
NE Tubo 7,Au 242.80,0.041
Barren Patios,Au 242.80,0.038
Especial 1,Au 242.80,0.156
Especial 2,Au 242.80,0.174
Especial 3,Au 242.80,0.009
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.133
Columna #1,Au 242.80,0.092
Columna #2,Au 242.80,0.073
Columna #3,Au 242.80,0.066
Columna #4,Au 242.80,0.055
Columna #5,Au 242.80,0.024
