Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.102
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.008
Celda # 11-B,Au 242.80,0.046
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.051
Celda #5-9,Au 242.80,0.022
Celda #(F1+F2),Au 242.80,0.1
NE Tubo 1,Au 242.80,0.097
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.094
NE Tubo 5,Au 242.80,0.006
NE Tubo 6,Au 242.80,0.007
NE Tubo 7,Au 242.80,0.269
Puntual Noroeste,Au 242.80,0.13
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.15
Especial 1,Au 242.80,0.066
Especial 2,Au 242.80,0.03
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.027
