Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.405
Comp. Cola Columna,Untitled 000,0.292
Barren,Untitled 000,0.295
Cabeza puntual retorno,Untitled 000,0.424
Celda # 11-A,Untitled 000,0.696
Celda # 11-B,Untitled 000,0.303
Celda # 11-C,Untitled 000,0.071
Celda #5-9,Untitled 000,0.483
Celda #(F1+F2),Untitled 000,0.384
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.129
NE Tubo 4,Untitled 000,0.322
NE Tubo 5,Untitled 000,0.09
NE Tubo 6,Untitled 000,0.033
NE Tubo 7,Untitled 000,0.306
Puntual Noroeste,Untitled 000,0.355
Barren Patios,Untitled 000,0.303
Tubo 3,Untitled 000,0.555
Especial 1,Untitled 000,1.663
Especial 2,Untitled 000,0.052
Especial 3,Untitled 000,0.061
Especial 4,Untitled 000,0.053
Especial 5,Untitled 000,0.523
Especial 6,Untitled 000,0.566
Columna #1,Untitled 000,0.414
Columna #3,Untitled 000,0.391
Columna #4,Untitled 000,0.355
Columna #5,Untitled 000,0.309
