Analyst,,,,,,
Date Started,3/10/2025 9:57 PM  GMT: 3/11/2025 4:57 AM,,,,,
Worksheet,LC003957_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/10/2025,10:26:42 PM,PATRON,0.8745,,mg/L,0.2
3/10/2025,10:26:54 PM,BLANCO,0.013,,mg/L,57.2
3/10/2025,10:27:04 PM,REAGENT BLANK,0,,mg/L,29.2
3/10/2025,10:27:28 PM,LC003957-001,0.034,,mg/L,0.7
3/10/2025,10:27:42 PM,LC003957-002,0.0345,,mg/L,2.9
3/10/2025,10:27:54 PM,LC003957-003,0.0215,,mg/L,2.6
3/10/2025,10:28:08 PM,LC003957-004,0.1545,,mg/L,1.1
3/10/2025,10:28:22 PM,LC003957-005,0.1183,,mg/L,0.5
3/10/2025,10:28:36 PM,LC003957-006,0.9007,,mg/L,0.1
3/10/2025,10:47:08 PM,PATRON,0.8967,,mg/L,0.4
3/10/2025,10:47:38 PM,LC003957-007,0.0963,,mg/L,1.8
3/10/2025,10:47:52 PM,LC003957-008,0.0628,,mg/L,0.6
3/10/2025,10:48:06 PM,LC003957-009,0.0659,,mg/L,0.3
3/10/2025,10:48:20 PM,LC003957-010,0.1436,,mg/L,0.1
3/10/2025,10:48:38 PM,LC003957-011,0.0917,,mg/L,0.7
3/10/2025,10:48:50 PM,LC003957-012,0.0034,,mg/L,22.5
3/10/2025,10:49:04 PM,PATRON,0.9053,,mg/L,1
3/10/2025,10:49:18 PM,LC003957-013,0.2141,,mg/L,0.5
3/10/2025,10:49:30 PM,LC003957-014,0.0036,,mg/L,51
3/10/2025,10:49:44 PM,LC003957-015,0.0459,,mg/L,0.6
3/10/2025,10:49:58 PM,LC003957-016,0.1489,,mg/L,0.3
3/10/2025,10:50:12 PM,LC003957-017,0.0028,,mg/L,39
3/10/2025,10:50:36 PM,LC003957-018,0.0513,,mg/L,2.1
3/10/2025,10:50:50 PM,PATRON,0.9009,,mg/L,0.9
3/10/2025,10:51:08 PM,LC003957-019,0.5942,,mg/L,0.6
3/10/2025,10:51:20 PM,LC003957-020,0.0453,,mg/L,1.3
3/10/2025,10:51:34 PM,LC003957-021,0.031,,mg/L,1.9
3/10/2025,10:51:46 PM,LC003957-022,0.1244,,mg/L,1.7
3/10/2025,10:52:00 PM,LC003957-023,0.0383,,mg/L,0.2
3/10/2025,10:52:12 PM,LC003957-024,0.0598,,mg/L,0.7
3/10/2025,10:52:26 PM,PATRON,0.9044,,mg/L,0.8
3/10/2025,10:52:36 PM,PATRON,0.898,,mg/L,0.4
3/10/2025,10:52:48 PM,BLANCO,0.0092,,mg/L,64.7
3/10/2025,10:52:58 PM,REAGENT BLANK,0,,mg/L,19
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
