Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.753
Comp. Cola Columna,Untitled 000,0.568
Barren,Untitled 000,0.596
Cabeza puntual retorno,Untitled 000,0.745
Celda # 11-A,Untitled 000,0.53
Celda # 11-B,Untitled 000,0.099
Celda # 11-C,Untitled 000,0.048
Celda # 6-F2,Untitled 000,0.061
Celda #5-9,Untitled 000,0.052
Celda #(F1+F2),Untitled 000,0.767
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.267
NE Tubo 4,Untitled 000,0.125
NE Tubo 5,Untitled 000,0.165
NE Tubo 6,Untitled 000,0.18
NE Tubo 7,Untitled 000,0.542
Puntual Noroeste,Untitled 000,0.613
Barren Patios,Untitled 000,0.455
Tubo 3,Untitled 000,1.248
Especial 1,Untitled 000,0.073
Especial 2,Untitled 000,0.056
Especial 3,Untitled 000,0.566
Especial 4,Untitled 000,0.593
Especial 5,Untitled 000,0.065
