Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.59
Comp. Cola Columna,Untitled 000,0.265
Barren,Untitled 000,0.261
Cabeza puntual retorno,Untitled 000,0.589
Celda # 11-A,Untitled 000,0.111
Celda # 11-B,Untitled 000,0.082
Celda # 11-C,Untitled 000,0.045
Celda # 6-F2,Untitled 000,0.05
Celda #5-9,Untitled 000,0.032
Celda #(F1+F2),Untitled 000,0.565
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.183
NE Tubo 4,Untitled 000,0.193
NE Tubo 5,Untitled 000,0.055
NE Tubo 6,Untitled 000,0.16
NE Tubo 7,Untitled 000,1.204
Puntual Noroeste,Untitled 000,0.592
Barren Patios,Untitled 000,0.29
Tubo 3,Untitled 000,1.149
Especial 1,Untitled 000,0.072
Especial 2,Untitled 000,0.078
Especial 3,Untitled 000,0.768
Especial 4,Untitled 000,0.991
Especial 5,Untitled 000,0.092
