Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.432
Cabeza puntual retorno,Ag 328.07,0.433
Celda #(F1+F2),Ag 328.07,0.449
Puntual Noroeste,Ag 328.07,0.122
Tubo 3,Ag 328.07,0.028
Comp. Cola Columna,Ag 328.07,0.193
Barren,Ag 328.07,0.216
Celda # 11-A,Ag 328.07,0.027
Celda # 11-B,Ag 328.07,0.131
Celda # 11-C,Ag 328.07,0.021
Celda #5-9,Ag 328.07,0.062
NE Tubo 1,Ag 328.07,13.84
NE Tubo 2,Ag 328.07,0.239
NE Tubo 4,Ag 328.07,0.032
NE Tubo 5,Ag 328.07,0.009
NE Tubo 6,Ag 328.07,0.018
NE Tubo 7,Ag 328.07,0.022
Barren Patios,Ag 328.07,0.186
Especial 1,Ag 328.07,0.469
Especial 2,Ag 328.07,0.034
Especial 3,Ag 328.07,0.030
Especial 4,Ag 328.07,0.016
Especial 5,Ag 328.07,0.398
