Analista,,,,,,
Fecha de inicio,07/11/2025 10:14 p. m.  GMT: 08/11/2025 05:14 a. m.,,,,,
Hoja de trabajo,LC005734_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
07/11/2025,10:30:36 p. m.,PATRON,0.8906,,mg/L,0.9
07/11/2025,10:30:50 p. m.,BLANCO,0.0055,,mg/L,77.3
07/11/2025,10:31:00 p. m.,REAGENT BLANK,0,,mg/L,>100
07/11/2025,10:31:16 p. m.,LC005734-001,0.5407,,mg/L,0.3
07/11/2025,10:31:28 p. m.,LC005734-002,0.6167,,mg/L,0.8
07/11/2025,10:31:40 p. m.,LC005734-003,0.6593,,mg/L,0.9
07/11/2025,10:31:54 p. m.,LC005734-004,0.0032,,mg/L,33.3
07/11/2025,10:32:06 p. m.,LC005734-005,0.0129,,mg/L,3
07/11/2025,10:32:18 p. m.,LC005734-006,0.1191,,mg/L,1.7
07/11/2025,10:32:32 p. m.,PATRON,0.8765,,mg/L,0.7
07/11/2025,10:32:42 p. m.,PATRON,0.8859,,mg/L,0.3
07/11/2025,10:32:54 p. m.,BLANCO,-0.0021,,mg/L,>100
07/11/2025,10:33:04 p. m.,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
