Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.161
Cabeza puntual retorno,Au 242.80,0.162
Celda # 11-A,Au 242.80,0.093
Celda # 11-B,Au 242.80,0.045
Celda # 11-C,Au 242.80,0.021
Celda # 6-F2,Au 242.80,0.063
Celda #5-9,Au 242.80,0.049
Celda #(F1+F2),Au 242.80,0.164
NE Tubo 2,Au 242.80,0.135
NE Tubo 4,Au 242.80,0.249
NE Tubo 5,Au 242.80,0.282
NE Tubo 6,Au 242.80,0.218
NE Tubo 7,Au 242.80,0.092
Puntual Noroeste,Au 242.80,0.177
Tubo 3,Au 242.80,0.114
Especial 1,Au 242.80,0.05
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.036
Especial 5,Au 242.80,0.054
Especial 4,Au 242.80,0.033
Comp. Cola Columna,Au 242.80,0.018
Barren,Au 242.80,0.017
NE Tubo 1,Au 242.80,0.005
Barren Patios,Au 242.80,0.022
