Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.103
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.002
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.05
Celda # 6-F2,Au 242.80,0.054
Celda #5-9,Au 242.80,0.055
Celda #(F1+F2),Au 242.80,0.116
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.076
NE Tubo 4,Au 242.80,0.092
NE Tubo 5,Au 242.80,0.225
NE Tubo 6,Au 242.80,0.172
NE Tubo 7,Au 242.80,0.042
Puntual Noroeste,Au 242.80,0.111
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.116
Especial 1,Au 242.80,0.021
Especial 2,Au 242.80,0.072
Especial 3,Au 242.80,0.039
Especial 4,Au 242.80,0.104
Especial 5,Au 242.80,0.085
Especial 6,Au 242.80,0.004
