Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.097
Cabeza puntual retorno,Au 242.80,0.095
Celda # 6-F2,Au 242.80,0.117
Celda #5-9,Au 242.80,0.053
Celda #(F1+F2),Au 242.80,0.104
NE Tubo 2,Au 242.80,0.149
NE Tubo 4,Au 242.80,0.148
NE Tubo 5,Au 242.80,0.148
NE Tubo 6,Au 242.80,0.034
NE Tubo 7,Au 242.80,0.051
Puntual Noroeste,Au 242.80,0.104
Especial 1,Au 242.80,0.054
Especial 2,Au 242.80,0.055
Especial 3,Au 242.80,0.006
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.068
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.001
NE Tubo 1,Au 242.80,0.013
Barren Patios,Au 242.80,0.008
