Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.698
Comp. Cola Columna,Untitled 000,0.523
Barren,Untitled 000,0.555
Cabeza puntual retorno,Untitled 000,0.705
Celda # 11-A,Untitled 000,0.544
Celda # 11-B,Untitled 000,0.076
Celda # 11-C,Untitled 000,0.036
Celda #5-9,Untitled 000,0.049
Celda #(F1+F2),Untitled 000,0.709
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.266
NE Tubo 4,Untitled 000,0.101
NE Tubo 5,Untitled 000,0.165
NE Tubo 6,Untitled 000,0.189
NE Tubo 7,Untitled 000,0.596
Puntual Noroeste,Untitled 000,0.717
Barren Patios,Untitled 000,0.504
Tubo 3,Untitled 000,1.723
Especial 1,Untitled 000,0.06
Especial 2,Untitled 000,0.061
Especial 3,Untitled 000,0.711
Especial 4,Untitled 000,0.718
Especial 5,Untitled 000,0.072
Columna #1,Untitled 000,0.658
Columna #2,Untitled 000,0.629
Columna #3,Untitled 000,0.596
Columna #4,Untitled 000,0.539
Columna #5,Untitled 000,0.5
