Analyst,,,,,,
Date Started,4/6/2025 11:51 PM  GMT: 4/7/2025 6:51 AM,,,,,
Worksheet,LC004166_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/6/2025,11:56:46 PM,PATRON,0.9092,,mg/L,0.4
4/6/2025,11:58:32 PM,BLANCO,0.0016,,mg/L,>100
4/6/2025,11:58:42 PM,REAGENT BLANK,0,,mg/L,>100
4/6/2025,11:59:16 PM,LC004166-001,0.2237,,mg/L,0.2
4/6/2025,11:59:30 PM,LC004166-002,0.4405,,mg/L,0.7
4/6/2025,11:59:46 PM,LC004166-003,0.4392,,mg/L,0.5
4/7/2025,12:00:02 AM,LC004166-004,0.0344,,mg/L,0.4
4/7/2025,12:00:16 AM,LC004166-005,0.0903,,mg/L,1.1
4/7/2025,12:00:32 AM,LC004166-006,0.3565,,mg/L,0.6
4/7/2025,12:02:52 AM,PATRON,0.8852,,mg/L,0.5
4/7/2025,12:03:08 AM,LC004166-007,0.1598,,mg/L,0.7
4/7/2025,12:03:38 AM,LC004166-009,0.0532,,mg/L,0.3
4/7/2025,12:03:52 AM,LC004166-010,0.0457,,mg/L,3
4/7/2025,12:04:06 AM,LC004166-011,0.2332,,mg/L,1.3
4/7/2025,12:04:22 AM,LC004166-012,0.1191,,mg/L,0.8
4/7/2025,12:04:36 AM,PATRON,0.8982,,mg/L,0.4
4/7/2025,12:04:50 AM,LC004166-013,0.0863,,mg/L,0.3
4/7/2025,12:05:06 AM,LC004166-014,0.1951,,mg/L,0.5
4/7/2025,12:05:22 AM,LC004166-015,0.0917,,mg/L,0.2
4/7/2025,12:05:38 AM,LC004166-016,0.1119,,mg/L,1.9
4/7/2025,12:05:52 AM,LC004166-017,0.1224,,mg/L,0.2
4/7/2025,12:06:06 AM,LC004166-018,0.0561,,mg/L,0.2
4/7/2025,12:06:24 AM,PATRON,0.8977,,mg/L,0.1
4/7/2025,12:06:40 AM,LC004166-019,OVER,R,mg/L,0
4/7/2025,12:06:56 AM,LC004166-020,0.013,,mg/L,27
4/7/2025,12:07:10 AM,LC004166-021,0.2984,,mg/L,0.9
4/7/2025,12:07:20 AM,LC004166-022,OVER,R,mg/L,0
4/7/2025,12:07:34 AM,LC004166-023,0.0117,,mg/L,12.8
4/7/2025,12:07:52 AM,LC004166-024,0.011,,mg/L,15.5
4/7/2025,12:08:10 AM,PATRON,0.9141,,mg/L,0.5
4/7/2025,12:08:22 AM,PATRON,0.9023,,mg/L,0.9
4/7/2025,12:09:20 AM,BLANCO,0.0028,,mg/L,>100
4/7/2025,12:09:28 AM,REAGENT BLANK,0,,mg/L,6.7
4/7/2025,12:25:44 AM,LC004166-008,0.138,,mg/L,1.7
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
4/7/2025,12:12:18 AM,LC004166-019,9.8551,,mg/L,0.3
4/7/2025,12:12:36 AM,LC004166-022,3.7121,,mg/L,0.4
