"Analyst",""
"Date Started","5/15/2025 3:22 AM  GMT: 5/15/2025 10:22 AM"
"Worksheet","LC004467_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/15/2025","3:31:32 AM","PATRON",0.8833,"","mg/L",1.4
"5/15/2025","3:31:44 AM","BLANCO",0.0139,"","mg/L",33.7
"5/15/2025","3:31:54 AM","REAGENT BLANK",0.0000,"","mg/L",19.7
"5/15/2025","3:32:06 AM","LC004467-001",0.7030,"","mg/L",0.8
"5/15/2025","3:32:16 AM","LC004467-002",0.0148,"","mg/L",1.0
"5/15/2025","3:32:26 AM","LC004467-003",0.0197,"","mg/L",3.0
"5/15/2025","3:32:36 AM","LC004467-004",0.0296,"","mg/L",3.6
"5/15/2025","3:32:46 AM","LC004467-005",0.0344,"","mg/L",3.5
"5/15/2025","3:32:56 AM","LC004467-006",0.0402,"","mg/L",4.5
"5/15/2025","3:33:08 AM","PATRON",0.8728,"","mg/L",0.8
"5/15/2025","3:33:24 AM","LC004467-007",0.0436,"","mg/L",0.9
"5/15/2025","3:33:32 AM","LC004467-008",0.0368,"","mg/L",1.3
"5/15/2025","3:33:42 AM","LC004467-009",0.0299,"","mg/L",6.8
"5/15/2025","3:33:52 AM","LC004467-010",0.0303,"","mg/L",0.7
"5/15/2025","3:34:02 AM","LC004467-011",0.0314,"","mg/L",2.9
"5/15/2025","3:35:40 AM","PATRON",0.8782,"","mg/L",0.2
"5/15/2025","3:35:56 AM","LC004467-013",0.0785,"","mg/L",1.8
"5/15/2025","3:36:08 AM","LC004467-014",0.0031,"","mg/L",45.1
"5/15/2025","3:36:18 AM","LC004467-015",0.1246,"","mg/L",0.2
"5/15/2025","3:36:54 AM","LC004467-012",0.0030,"","mg/L",41.1
"5/15/2025","3:36:54 AM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

