Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Untitled 000,0.022
Comp. Cabeza Columna,Untitled 000,2.166
Comp. Cola Columna,Untitled 000,1.478
Barren,Untitled 000,1.345
Cabeza puntual retorno,Untitled 000,2.128
Celda # 11-A,Untitled 000,0.472
Celda # 11-B,Untitled 000,0.034
Celda # 11-C,Untitled 000,0.029
Celda # 6-F2,Untitled 000,0.04
Celda #5-9,Untitled 000,1.204
Celda #(F1+F2),Untitled 000,2.478
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.682
NE Tubo 4,Untitled 000,3.752
NE Tubo 5,Untitled 000,3.323
NE Tubo 6,Untitled 000,1.986
NE Tubo 7,Untitled 000,0.825
Puntual Noroeste,Untitled 000,2.502
Barren Patios,Untitled 000,1.414
Tubo 3,Untitled 000,2.538
Especial 1,Untitled 000,0.211
Especial 2,Untitled 000,0.046
Especial 3,Untitled 000,0.946
Especial 4,Untitled 000,2.355
Especial 5,Untitled 000,0.16
