Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.115
Cabeza puntual retorno,Au 242.80,0.113
Celda #(F1+F2),Au 242.80,0.127
Puntual Noroeste,Au 242.80,0.124
Tubo 3,Au 242.80,0.121
Comp. Cola Columna,Au 242.80,0.010
Barren,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.009
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.014
Celda #5-9,Au 242.80,0.044
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.061
NE Tubo 4,Au 242.80,0.165
NE Tubo 5,Au 242.80,0.164
NE Tubo 6,Au 242.80,0.050
NE Tubo 7,Au 242.80,0.142
Especial 1,Au 242.80,0.059
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.019
Especial 4,Au 242.80,0.030
Especial 5,Au 242.80,0.061
Columna #1,Au 242.80,0.087
Columna #2,Au 242.80,0.057
Columna #3,Au 242.80,0.046
Columna #4,Au 242.80,0.034
Columna #5,Au 242.80,0.011
