Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.098
Cabeza puntual retorno,Untitled 000,1.083
Celda #(F1+F2),Untitled 000,0.928
Puntual Noroeste,Untitled 000,0.952
Tubo 3,Untitled 000,1.261
Comp. Cola Columna,Untitled 000,0.806
Barren,Untitled 000,0.755
Celda # 11-A,Untitled 000,0.618
Celda # 11-B,Untitled 000,0.051
Celda # 11-C,Untitled 000,0.015
Celda #5-9,Untitled 000,2.143
NE Tubo 1,Untitled 000,0.142
NE Tubo 2,Untitled 000,0.025
NE Tubo 4,Untitled 000,0.043
NE Tubo 5,Untitled 000,0.036
NE Tubo 6,Untitled 000,0.008
NE Tubo 7,Untitled 000,0.207
Barren Patios,Untitled 000,0.559
Especial 1,Untitled 000,1.060
Especial 2,Untitled 000,1.081
Especial 3,Untitled 000,0.069
Especial 4,Untitled 000,0.005
Especial 5,Untitled 000,1.547
Columna #1,Untitled 000,0.920
Columna #2,Untitled 000,0.911
Columna #3,Untitled 000,0.825
Columna #4,Untitled 000,0.729
Columna #5,Untitled 000,0.705
