"Analyst","EVE"
"Date Started","4/15/2025 8:00 PM  GMT: 4/16/2025 3:00 AM"
"Worksheet","LC004238"
"Comment",""
"Methods","Au"

"Method: Au ACIDO (Flame)"

"4/15/2025","8:38:52 PM","PATRON",0.8967,"","mg/L",0.6
"4/15/2025","8:39:04 PM","BLANCO",0.0137,"","mg/L",42.0
"4/15/2025","8:39:14 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"4/15/2025","8:39:26 PM","LC004238-001",0.3120,"","mg/L",0.7
"4/15/2025","8:39:40 PM","LC004238-002",0.0987,"","mg/L",0.9
"4/15/2025","8:39:52 PM","LC004238-003",0.9107,"","mg/L",0.7
"4/15/2025","8:40:06 PM","LC004238-004",0.0603,"","mg/L",3.0
"4/15/2025","8:40:20 PM","LC004238-005",0.1035,"","mg/L",2.4
"4/15/2025","8:40:32 PM","LC004238-006",0.0526,"","mg/L",2.8
"4/15/2025","8:40:46 PM","PATRON",0.8878,"","mg/L",0.3
"4/15/2025","8:41:04 PM","LC004238-007",0.0205,"","mg/L",2.8
"4/15/2025","8:41:18 PM","LC004238-008",-0.0001,"","mg/L",">100"
"4/15/2025","8:41:32 PM","LC004238-009",0.0531,"","mg/L",1.8
"4/15/2025","8:44:50 PM","LC004238-010",0.0244,"","mg/L",3.6
"4/15/2025","8:45:02 PM","LC004238-011",0.0284,"","mg/L",6.7
"4/15/2025","8:45:14 PM","LC004238-012",-0.0005,"","mg/L",61.6
"4/15/2025","8:45:30 PM","PATRON",0.8900,"","mg/L",1.6
"4/15/2025","8:45:50 PM","LC004238-013",0.9412,"","mg/L",1.0
"4/15/2025","8:46:08 PM","PATRON",0.9003,"","mg/L",1.3
"4/15/2025","8:46:20 PM","BLANCO",0.0036,"","mg/L",59.0
"4/15/2025","8:46:30 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"4/15/2025","8:46:30 PM","","","","mg/L",""
