Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.73
Comp. Cola Columna,Untitled 000,0.3
Barren,Untitled 000,0.335
Cabeza puntual retorno,Untitled 000,0.7
Celda # 11-A,Untitled 000,0.163
Celda # 11-B,Untitled 000,0.024
Celda # 11-C,Untitled 000,0.012
Celda # 6-F2,Untitled 000,0.035
Celda #5-9,Untitled 000,0.292
Celda #(F1+F2),Untitled 000,0.935
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,1.024
NE Tubo 4,Untitled 000,0.109
NE Tubo 5,Untitled 000,0.727
NE Tubo 6,Untitled 000,2.873
NE Tubo 7,Untitled 000,0.341
Puntual Noroeste,Untitled 000,0.962
Barren Patios,Untitled 000,0.333
Tubo 3,Untitled 000,0.899
Especial 1,Untitled 000,0.151
Especial 2,Untitled 000,0.031
Especial 3,Untitled 000,0.116
Especial 4,Untitled 000,0.284
Especial 5,Untitled 000,0.038
Especial 6,Untitled 000,0.009
