Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.114
Cabeza puntual retorno,Au 242.80,0.115
Celda #(F1+F2),Au 242.80,0.129
Puntual Noroeste,Au 242.80,0.13
Tubo 3,Au 242.80,0.131
Comp. Cola Columna,Au 242.80,0.018
Barren,Au 242.80,0.014
Celda # 11-A,Au 242.80,0.016
Celda # 11-B,Au 242.80,0.009
Celda # 11-C,Au 242.80,0.016
Celda #5-9,Au 242.80,0.059
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.064
NE Tubo 4,Au 242.80,0.165
NE Tubo 5,Au 242.80,0.163
NE Tubo 6,Au 242.80,0.054
NE Tubo 7,Au 242.80,0.148
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.067
Especial 3,Au 242.80,0.014
Especial 4,Au 242.80,0.047
Especial 5,Au 242.80,0.076
Columna #1,Au 242.80,0.086
Columna #2,Au 242.80,0.057
Columna #3,Au 242.80,0.039
Columna #4,Au 242.80,0.028
Columna #5,Au 242.80,0.006
Barren Patios,Au 242.80,0.016
