Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.006
Cabeza puntual retorno,Untitled 000,1.581
Puntual Noroeste,Untitled 000,1.546
Cabeza puntual retorno,Untitled 000,1.824
Celda # 11-A,Untitled 000,0.41
Celda # 11-B,Untitled 000,0.212
Celda # 11-C,Untitled 000,0.29
Celda #5-9,Untitled 000,1.242
Celda # 6-F2,Untitled 000,2.335
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.311
NE Tubo 4,Untitled 000,2.554
NE Tubo 5,Untitled 000,2.826
NE Tubo 6,Untitled 000,1.036
NE Tubo 7,Untitled 000,3.261
Puntual Noroeste,Untitled 000,2.363
Tubo 3,Untitled 000,2.894
Especial 1,Untitled 000,0.094
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.311
Especial 4,Untitled 000,1.062
Especial 5,Untitled 000,0.532
Especial 6,Untitled 000,0.697
Columna #1,Untitled 000,2.045
Columna #2,Untitled 000,1.987
Columna #3,Untitled 000,1.784
Columna #4,Untitled 000,1.511
Columna #5,Untitled 000,1.721
