Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cola Columna,Au 242.80,0.024
Comp. Cabeza Columna,Au 242.80,0.107
Cabeza puntual retorno,Au 242.80,0.106
Celda #(F1+F2),Au 242.80,0.112
Puntual Noroeste,Au 242.80,0.108
Tubo 3,Au 242.80,0.131
Barren,Au 242.80,0.035
Celda # 11-A,Au 242.80,0.014
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.187
Celda #5-9,Au 242.80,0.351
NE Tubo 1,Au 242.80,0.204
NE Tubo 2,Au 242.80,0.114
NE Tubo 4,Au 242.80,0.027
NE Tubo 5,Au 242.80,0.027
NE Tubo 6,Au 242.80,0.026
NE Tubo 7,Au 242.80,0.035
Barren Patios,Au 242.80,0.029
Especial 1,Au 242.80,0.187
Especial 2,Au 242.80,0.198
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.005
Especial 5,Au 242.80,0.173
Columna #1,Au 242.80,0.094
Columna #2,Au 242.80,0.081
Columna #3,Au 242.80,0.066
Columna #4,Au 242.80,0.058
Columna #5,Au 242.80,0.024
