Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.635
Comp. Cola Columna,Untitled 000,0.929
Barren,Untitled 000,1.107
Cabeza puntual retorno,Untitled 000,1.601
Celda # 11-A,Untitled 000,2.608
Celda # 11-B,Untitled 000,8.502
Celda # 11-C,Untitled 000,4.471
Celda # 6-F2,Untitled 000,0.851
Celda #5-9,Untitled 000,0.034
Celda #(F1+F2),Untitled 000,1.289
NE Tubo 1,Untitled 000,2.452
NE Tubo 2,Untitled 000,0.859
NE Tubo 4,Untitled 000,2.081
NE Tubo 5,Untitled 000,0.503
NE Tubo 6,Untitled 000,1.398
NE Tubo 7,Untitled 000,3.66
Puntual Noroeste,Untitled 000,1.367
Barren Patios,Untitled 000,1.324
Tubo 3,Untitled 000,1.115
Especial 1,Untitled 000,0.06
Especial 2,Untitled 000,0.05
Especial 3,Untitled 000,0.075
Especial 4,Untitled 000,0.096
Especial 5,Untitled 000,0.047
Especial 6,Untitled 000,0.023
