Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.218
Comp. Cola Columna,Untitled 000,1.605
Barren,Untitled 000,1.504
Cabeza puntual retorno,Untitled 000,2.167
Celda # 11-A,Untitled 000,0.611
Celda # 11-B,Untitled 000,1.778
Celda # 11-C,Untitled 000,0.244
Celda #5-9,Untitled 000,1.004
Celda #(F1+F2),Untitled 000,2.657
NE Tubo 1,Untitled 000,0.048
NE Tubo 2,Untitled 000,0.359
NE Tubo 4,Untitled 000,2.49
NE Tubo 5,Untitled 000,3.369
NE Tubo 6,Untitled 000,1.118
NE Tubo 7,Untitled 000,3.945
Puntual Noroeste,Untitled 000,2.797
Tubo 3,Untitled 000,3.396
Especial 1,Untitled 000,0.095
Especial 2,Untitled 000,0.042
Especial 3,Untitled 000,0.397
Especial 4,Untitled 000,1.074
Especial 5,Untitled 000,0.351
Especial 6,Untitled 000,0.498
Columna #1,Untitled 000,2.235
Columna #2,Untitled 000,2.024
Columna #3,Untitled 000,1.899
Columna #4,Untitled 000,1.721
Columna #5,Untitled 000,1.475
