Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.329
Cabeza puntual retorno,Untitled 000,0.307
Celda #(F1+F2),Untitled 000,0.359
Puntual Noroeste,Untitled 000,0.346
Tubo 3,Untitled 000,0.757
Comp. Cola Columna,Untitled 000,0.223
Barren,Untitled 000,0.220
Celda # 11-A,Untitled 000,0.031
Celda # 11-B,Untitled 000,0.109
Celda # 11-C,Untitled 000,0.025
Celda #5-9,Untitled 000,0.121
NE Tubo 1,Untitled 000,0.022
NE Tubo 2,Untitled 000,0.041
NE Tubo 4,Untitled 000,0.060
NE Tubo 5,Untitled 000,0.023
NE Tubo 6,Untitled 000,0.024
NE Tubo 7,Untitled 000,0.096
Barren Patios,Untitled 000,0.246
Especial 1,Untitled 000,0.045
Especial 2,Untitled 000,0.041
Especial 3,Untitled 000,0.034
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.037
Columna #1,Untitled 000,0.276
Columna #2,Untitled 000,0.260
Columna #3,Untitled 000,0.235
Columna #4,Untitled 000,0.229
Columna #5,Untitled 000,0.213
