Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.966
Comp. Cola Columna,Untitled 000,0.929
Barren,Untitled 000,0.846
Cabeza puntual retorno,Untitled 000,0.964
Columna #1,Untitled 000,0.044
Celda # 11-B,Untitled 000,0.055
Celda # 11-C,Untitled 000,0.847
Celda #5-9,Untitled 000,0.053
Celda #(F1+F2),Untitled 000,0.902
NE Tubo 1,Untitled 000,0.041
NE Tubo 2,Untitled 000,0.275
NE Tubo 4,Untitled 000,1.902
NE Tubo 5,Untitled 000,1.128
NE Tubo 6,Untitled 000,0.137
NE Tubo 7,Untitled 000,0.909
Puntual Noroeste,Untitled 000,0.91
Barren Patios,Untitled 000,0.718
Tubo 3,Untitled 000,0.646
Especial 1,Untitled 000,0.066
Especial 2,Untitled 000,0.032
Especial 3,Untitled 000,0.052
Especial 4,Untitled 000,0.049
Especial 5,Untitled 000,0.036
Especial 6,Untitled 000,0.016
Columna #1,Untitled 000,0.823
Columna #2,Untitled 000,0.785
Columna #3,Untitled 000,0.77
Columna #4,Untitled 000,0.761
Columna #5,Untitled 000,0.737
