Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.074
Comp. Cola Columna,Untitled 000,1.36
Barren,Untitled 000,1.486
Cabeza puntual retorno,Untitled 000,2.047
Celda # 11-A,Untitled 000,0.981
Celda # 11-B,Untitled 000,0.069
Celda # 11-C,Untitled 000,0.129
Celda #5-9,Untitled 000,0.449
Celda #(F1+F2),Untitled 000,2.183
NE Tubo 1,Untitled 000,0.075
NE Tubo 2,Untitled 000,0.348
NE Tubo 4,Untitled 000,1.592
NE Tubo 5,Untitled 000,2.548
NE Tubo 6,Untitled 000,0.637
NE Tubo 7,Untitled 000,3.681
Puntual Noroeste,Untitled 000,1.964
Barren Patios,Untitled 000,1.468
Tubo 3,Untitled 000,2.355
Especial 1,Untitled 000,0.066
Especial 2,Untitled 000,0.035
Especial 3,Untitled 000,0.242
Especial 4,Untitled 000,0.788
Especial 5,Untitled 000,0.067
Especial 6,Untitled 000,0.048
Pileta Patio,Untitled 000,3.29
