Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.095
Comp. Cola Columna,Untitled 000,1.448
Barren,Untitled 000,1.321
Cabeza puntual retorno,Untitled 000,2.093
Celda # 11-A,Untitled 000,0.321
Celda # 11-B,Untitled 000,0.042
Celda # 11-C,Untitled 000,0.025
Celda # 6-F2,Untitled 000,0.034
Celda #5-9,Untitled 000,1.037
Celda #(F1+F2),Untitled 000,2.494
NE Tubo 1,Untitled 000,0.025
NE Tubo 2,Untitled 000,1.294
NE Tubo 4,Untitled 000,3.095
NE Tubo 5,Untitled 000,2.151
NE Tubo 6,Untitled 000,2.839
NE Tubo 7,Untitled 000,0.506
Puntual Noroeste,Untitled 000,2.435
Barren Patios,Untitled 000,1.345
Tubo 3,Untitled 000,2.648
Especial 1,Untitled 000,0.346
Especial 2,Untitled 000,0.032
Especial 3,Untitled 000,0.556
Especial 4,Untitled 000,2.18
Especial 5,Untitled 000,0.069
