Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.251
Comp. Cola Columna,Untitled 000,0.179
Barren,Untitled 000,0.173
Cabeza puntual retorno,Untitled 000,0.248
Columna #1,Untitled 000,0.211
Columna #2,Untitled 000,0.205
Columna #3,Untitled 000,0.197
Columna #4,Untitled 000,0.18
Columna #5,Untitled 000,0.156
Celda # 11-A,Untitled 000,0.076
Celda # 11-B,Untitled 000,0.187
Celda # 11-C,Untitled 000,0.582
Celda #5-9,Untitled 000,0.125
Celda #(F1+F2),Untitled 000,0.283
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.029
NE Tubo 4,Untitled 000,0.044
NE Tubo 5,Untitled 000,0.023
NE Tubo 6,Untitled 000,0.024
NE Tubo 7,Untitled 000,0.078
Puntual Noroeste,Untitled 000,0.127
Barren Patios,Untitled 000,0.167
Tubo 3,Untitled 000,0.207
Especial 1,Untitled 000,0.102
Especial 2,Untitled 000,0.195
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.829
