Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.414
Cabeza puntual retorno,Untitled 000,0.408
Celda #(F1+F2),Untitled 000,0.452
Puntual Noroeste,Untitled 000,0.492
Tubo 3,Untitled 000,0.754
NE Tubo 2,Untitled 000,0.158
NE Tubo 4,Untitled 000,1.063
Especial 1,Untitled 000,0.035
Especial 2,Untitled 000,0.028
Especial 3,Untitled 000,1.298
Especial 4,Untitled 000,1.321
Especial 5,Untitled 000,0.04
Columna #1,Untitled 000,0.381
Columna #2,Untitled 000,0.375
Columna #3,Untitled 000,0.349
Columna #4,Untitled 000,0.319
Columna #5,Untitled 000,0.265
Comp. Cola Columna,Untitled 000,0.264
Barren,Untitled 000,0.268
Barren Patios,Untitled 000,0.256
NE Tubo 1,Untitled 000,0.016
NE Tubo 5,Untitled 000,0.103
NE Tubo 6,Untitled 000,0.053
NE Tubo 7,Untitled 000,0.246
Celda # 11-A,Untitled 000,0.071
Celda # 11-B,Untitled 000,0.026
Celda # 11-C,Untitled 000,0.021
Celda #5-9,Untitled 000,0.11
