Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.162
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.165
Celda # 11-A,Au 242.80,0.011
Celda # 11-B,Au 242.80,0.015
Celda # 11-C,Au 242.80,0.011
Celda # 6-F2,Au 242.80,0.14
Celda #5-9,Au 242.80,0.043
Celda #(F1+F2),Au 242.80,0.103
NE Tubo 1,Au 242.80,0.165
NE Tubo 2,Au 242.80,0.096
NE Tubo 4,Au 242.80,0.068
NE Tubo 5,Au 242.80,0.002
NE Tubo 6,Au 242.80,0.01
NE Tubo 7,Au 242.80,0.622
Puntual Noroeste,Au 242.80,0.185
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.213
Especial 1,Au 242.80,0.117
Especial 2,Au 242.80,0.071
Especial 3,Au 242.80,0.033
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.054
