Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.278
Cabeza puntual retorno,Untitled 000,0.271
Celda #(F1+F2),Untitled 000,0.270
Puntual Noroeste,Untitled 000,0.269
Tubo 3,Untitled 000,0.343
Comp. Cola Columna,Untitled 000,0.187
Barren,Untitled 000,0.224
Celda # 11-A,Untitled 000,0.100
Celda # 11-B,Untitled 000,0.030
Celda # 11-C,Untitled 000,0.016
Celda #5-9,Untitled 000,0.136
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.324
NE Tubo 4,Untitled 000,0.032
NE Tubo 5,Untitled 000,0.019
NE Tubo 6,Untitled 000,0.039
NE Tubo 7,Untitled 000,0.583
Barren Patios,Untitled 000,0.198
Especial 1,Untitled 000,0.440
Especial 2,Untitled 000,0.045
Especial 3,Untitled 000,0.185
Especial 4,Untitled 000,0.247
Especial 5,Untitled 000,0.060
Columna #1,Untitled 000,0.245
Columna #2,Untitled 000,0.241
Columna #3,Untitled 000,0.208
Columna #4,Untitled 000,0.182
Columna #5,Untitled 000,0.163
