Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.502
Cabeza puntual retorno,Untitled 000,0.528
Celda #(F1+F2),Untitled 000,0.488
Puntual Noroeste,Untitled 000,0.483
Tubo 3,Untitled 000,0.582
Comp. Cola Columna,Untitled 000,0.360
Barren,Untitled 000,0.461
Celda # 11-A,Untitled 000,0.347
Celda # 11-B,Untitled 000,0.297
Celda # 11-C,Untitled 000,0.042
Celda #5-9,Untitled 000,0.322
NE Tubo 1,Untitled 000,0.030
NE Tubo 2,Untitled 000,0.150
NE Tubo 4,Untitled 000,0.237
NE Tubo 5,Untitled 000,0.179
NE Tubo 6,Untitled 000,0.985
NE Tubo 7,Untitled 000,0.746
Barren Patios,Untitled 000,0.351
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.041
Especial 1,Untitled 000,0.413
Columna #1,Untitled 000,0.407
Columna #2,Untitled 000,0.371
Columna #4,Untitled 000,0.321
Columna #5,Untitled 000,0.279
Especial 2,Untitled 000,0.046
Especial 5,Untitled 000,0.105
