Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.217
Columna #2,Untitled 000,1.142
Columna #3,Untitled 000,1.039
Columna #4,Untitled 000,0.926
Columna #5,Untitled 000,0.764
Comp. Cabeza Columna,Untitled 000,1.23
Comp. Cola Columna,Untitled 000,0.775
Barren,Untitled 000,0.754
Cabeza puntual retorno,Untitled 000,1.216
Celda # 11-A,Untitled 000,5.254
Celda # 11-B,Untitled 000,0.188
Celda # 11-C,Untitled 000,0.059
Celda #5-9,Untitled 000,0.036
Celda #(F1+F2),Untitled 000,1.162
NE Tubo 1,Untitled 000,0.047
NE Tubo 2,Untitled 000,0.716
NE Tubo 4,Untitled 000,0.468
NE Tubo 5,Untitled 000,0.308
NE Tubo 6,Untitled 000,0.656
NE Tubo 7,Untitled 000,0.352
Puntual Noroeste,Untitled 000,1.012
Barren Patios,Untitled 000,0.623
Tubo 3,Untitled 000,2.363
Especial 1,Untitled 000,0.088
Especial 2,Untitled 000,0.06
Especial 3,Untitled 000,3.992
Especial 4,Untitled 000,3.938
Especial 5,Untitled 000,0.061
