Analyst,,,,,,
Date Started,5/28/2025 4:02 AM  GMT: 5/28/2025 11:02 AM,,,,,
Worksheet,LC0045463_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/28/2025,4:13:06 AM,PATRON,0.89,,mg/L,0.6
5/28/2025,4:13:20 AM,BLANCO,-0.0007,,mg/L,>100
5/28/2025,4:13:36 AM,REAGENT BLANK,0,,mg/L,19.4
5/28/2025,4:13:48 AM,LC004563-001,0.0069,,mg/L,10.1
5/28/2025,4:14:02 AM,LC004563-002,0.1179,,mg/L,0.9
5/28/2025,4:14:16 AM,LC004563-003,0.0662,,mg/L,4.8
5/28/2025,4:14:46 AM,LC004563-005,0.0839,,mg/L,0.8
5/28/2025,4:15:00 AM,LC004563-006,0.0725,,mg/L,3.2
5/28/2025,4:15:14 AM,PATRON,0.883,,mg/L,1.5
5/28/2025,4:15:30 AM,LC004563-007,0.0537,,mg/L,2.1
5/28/2025,4:15:56 AM,LC004563-008,0.0865,,mg/L,2.8
5/28/2025,4:16:10 AM,LC004563-009,0.0767,,mg/L,1.8
5/28/2025,4:16:24 AM,LC004563-010,1.659,,mg/L,0.4
5/28/2025,4:16:38 AM,LC004563-011,0.6084,,mg/L,0.7
5/28/2025,4:16:52 AM,LC004563-012,0.5522,,mg/L,0.3
5/28/2025,4:17:04 AM,PATRON,0.8945,,mg/L,2
5/28/2025,4:17:18 AM,LC004563-013,1.3221,,mg/L,1.5
5/28/2025,4:17:44 AM,LC004563-015,0.9154,,mg/L,0.8
5/28/2025,4:20:52 AM,LC004563-014,-0.0026,,mg/L,70.3
5/28/2025,4:23:12 AM,LC004563-004,0.0128,,mg/L,33.8
5/28/2025,4:23:54 AM,BLANCO,-0.0007,,mg/L,>100
5/28/2025,4:24:02 AM,REAGENT BLANK,0,,mg/L,>100
5/28/2025,4:24:48 AM,LC004546-019,0.1079,,mg/L,2.3
5/28/2025,4:25:32 AM,LC004563-016,0.1138,,mg/L,2.2
5/28/2025,4:25:46 AM,PATRON,0.8752,,mg/L,0.8
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
