"Analista",""
"Fecha de inicio","10/12/2025 10:26 p. m.  GMT: 11/12/2025 05:26 a. m."
"Hoja de trabajo","EXP000172-REP_24"
"Comentario",""
"Métodos","Au"

"Método: Au ACIDO (Llama)"

"11/12/2025","01:13:30 a. m.","BLANCO",0.0071,"","mg/L",41.7
"11/12/2025","01:13:44 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"11/12/2025","01:14:02 a. m.","EXP000171-001",0.0373,"","mg/L",3.9
"11/12/2025","01:14:28 a. m.","EXP000171-003",0.0034,"","mg/L",33.1
"11/12/2025","01:14:44 a. m.","EXP000171-004",0.0270,"","mg/L",6.0
"11/12/2025","01:15:02 a. m.","EXP000171-005",0.0406,"","mg/L",3.0
"11/12/2025","01:15:20 a. m.","EXP000171-006",1.3520,"","mg/L",0.4
"11/12/2025","01:15:36 a. m.","EXP000171-007",1.1670,"","mg/L",0.5
"11/12/2025","01:15:50 a. m.","PATRON",0.8726,"","mg/L",2.1
"11/12/2025","01:17:04 a. m.","PATRON",0.8773,"","mg/L",1.2
"11/12/2025","01:17:34 a. m.","EXP000171-008",0.2623,"","mg/L",0.4
"11/12/2025","01:17:50 a. m.","EXP000171-009",0.3073,"","mg/L",1.0
"11/12/2025","01:18:06 a. m.","EXP000171-010",0.1192,"","mg/L",2.0
"11/12/2025","01:23:52 a. m.","PATRON",0.9248,"","mg/L",12.1
"11/12/2025","01:24:06 a. m.","BLANCO",0.0007,"","mg/L",">100"
"11/12/2025","01:24:18 a. m.","REAGENT BLANK",0.0000,"","mg/L",22.3
"11/12/2025","01:41:56 a. m.","PATRON",-1.0187,"","mg/L",0.4
"11/12/2025","01:42:08 a. m.","EXP000151-013",-1.0139,"","mg/L",0.4
"11/12/2025","01:42:22 a. m.","EXP000151-014",-1.0160,"","mg/L",0.3
"11/12/2025","01:42:22 a. m.","PATRON","","","mg/L",""
