Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.088
Cabeza puntual retorno,Au 242.80,0.087
Celda # 11-A,Au 242.80,0.066
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.099
Celda #(F1+F2),Au 242.80,0.06
NE Tubo 2,Au 242.80,0.074
NE Tubo 4,Au 242.80,0.094
NE Tubo 5,Au 242.80,0.056
NE Tubo 6,Au 242.80,0.042
NE Tubo 7,Au 242.80,0.046
Puntual Noroeste,Au 242.80,0.068
Tubo 3,Au 242.80,0.046
Especial 1,Au 242.80,0.393
Especial 2,Au 242.80,0.289
Especial 3,Au 242.80,0.072
Especial 4,Au 242.80,0.159
Especial 5,Au 242.80,0.215
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.014
Celda # 11-B,Au 242.80,0.013
Celda # 11-C,Au 242.80,0.019
NE Tubo 1,Au 242.80,0.007
Barren Patios,Au 242.80,0.012
