Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.331
Comp. Cola Columna,Untitled 000,0.249
Barren,Untitled 000,0.284
Cabeza puntual retorno,Untitled 000,0.322
Columna #1,Untitled 000,0.328
Columna #2,Untitled 000,0.325
Columna #3,Untitled 000,0.31
Columna #4,Untitled 000,0.277
Celda # 11-A,Untitled 000,0.165
Celda # 11-B,Untitled 000,0.048
Celda # 11-C,Untitled 000,0.035
Celda #5-9,Untitled 000,0.2
Celda #(F1+F2),Untitled 000,0.284
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.385
NE Tubo 4,Untitled 000,0.063
NE Tubo 5,Untitled 000,0.029
NE Tubo 6,Untitled 000,0.066
NE Tubo 7,Untitled 000,0.675
Puntual Noroeste,Untitled 000,0.288
Barren Patios,Untitled 000,0.277
Tubo 3,Untitled 000,0.291
Especial 1,Untitled 000,0.895
Especial 2,Untitled 000,0.115
Especial 3,Untitled 000,0.252
Especial 4,Untitled 000,0.281
Especial 5,Untitled 000,0.138
