Analyst,,,,,,
Date Started,9/23/2025 3:30 AM  GMT: 9/23/2025 10:30 AM,,,,,
Worksheet,LC005418_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/23/2025,3:55:50 AM,PATRON,0.9019,,mg/L,0.7
9/23/2025,3:56:02 AM,BLANCO,0.0091,,mg/L,41.4
9/23/2025,3:56:12 AM,REAGENT BLANK,0,,mg/L,67.3
9/23/2025,3:56:30 AM,LC005418-001,0.7869,,mg/L,0.2
9/23/2025,3:56:44 AM,LC005418-002,0.072,,mg/L,0.8
9/23/2025,3:56:56 AM,LC005418-003,0.4515,,mg/L,1.1
9/23/2025,3:57:08 AM,LC005418-004,0.0631,,mg/L,1.7
9/23/2025,3:57:34 AM,LC005418-006,0.2457,,mg/L,0.8
9/23/2025,3:57:46 AM,PATRON,0.8965,,mg/L,0.7
9/23/2025,3:58:04 AM,LC005418-007,0.3752,,mg/L,0.4
9/23/2025,3:58:16 AM,LC005418-008,0.1154,,mg/L,0.7
9/23/2025,3:58:28 AM,LC005418-009,0.5752,,mg/L,1.3
9/23/2025,3:58:42 AM,LC005418-010,0.2266,,mg/L,1.1
9/23/2025,3:58:54 AM,LC005418-011,0.1385,,mg/L,0.8
9/23/2025,3:59:08 AM,LC005418-012,0.0087,,mg/L,12.2
9/23/2025,3:59:20 AM,PATRON,0.9043,,mg/L,0.4
9/23/2025,3:59:34 AM,LC005418-013,0.2231,,mg/L,1.2
9/23/2025,3:59:46 AM,LC005418-014,0.0108,,mg/L,7.4
9/23/2025,3:59:58 AM,LC005418-015,0.0281,,mg/L,2.3
9/23/2025,4:00:10 AM,PATRON,0.9064,,mg/L,1.2
9/23/2025,4:00:50 AM,LC005418-005,0.0615,,mg/L,5.7
9/23/2025,4:01:02 AM,BLANCO,-0.0008,,mg/L,>100
9/23/2025,4:01:12 AM,REAGENT BLANK,0,,mg/L,6.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
