Analyst,,,,,,
Date Started,5/23/2025 12:12 AM  GMT: 5/23/2025 7:12 AM,,,,,
Worksheet,LC004528_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/23/2025,12:14:54 AM,PATRON,0.9103,,mg/L,0.2
5/23/2025,12:15:04 AM,BLANCO,0.016,,mg/L,45.8
5/23/2025,12:15:14 AM,REAGENT BLANK,0,,mg/L,48.2
5/23/2025,12:15:28 AM,LC004528-001,0.1705,,mg/L,1
5/23/2025,12:15:42 AM,LC004528-002,0.3147,,mg/L,0.8
5/23/2025,12:15:56 AM,LC004528-003,0.1611,,mg/L,1.8
5/23/2025,12:16:12 AM,LC004528-004,0.611,,mg/L,1
5/23/2025,12:16:26 AM,LC004528-005,0.1711,,mg/L,0.8
5/23/2025,12:16:38 AM,LC004528-006,0.3201,,mg/L,0.7
5/23/2025,12:16:52 AM,PATRON,0.8794,,mg/L,0.5
5/23/2025,12:17:06 AM,LC004528-007,0.1039,,mg/L,0.9
5/23/2025,12:17:20 AM,LC004528-008,0.4181,,mg/L,0.2
5/23/2025,12:17:28 AM,LC004528-009,OVER,R,mg/L,0
5/23/2025,12:17:42 AM,LC004528-010,0.0067,,mg/L,34.9
5/23/2025,12:17:56 AM,LC004528-011,0.203,,mg/L,0.2
5/23/2025,12:18:08 AM,LC004528-012,0.16,,mg/L,1.2
5/23/2025,12:18:20 AM,PATRON,0.8747,,mg/L,2
5/23/2025,12:18:34 AM,LC004528-013,0.0046,,mg/L,53.4
5/23/2025,12:19:00 AM,LC004528-015,0.1722,,mg/L,1
5/23/2025,12:19:14 AM,LC004528-016,0.1682,,mg/L,1.5
5/23/2025,12:19:28 AM,LC004528-017,0.0092,,mg/L,28.5
5/23/2025,12:20:16 AM,BLANCO,0.0025,,mg/L,>100
5/23/2025,12:20:24 AM,REAGENT BLANK,0,,mg/L,42.4
5/23/2025,12:23:08 AM,LC004528-018,0.1188,,mg/L,2.2
5/23/2025,12:23:20 AM,PATRON,0.8968,,mg/L,0.6
5/23/2025,12:23:30 AM,PATRON,0.901,,mg/L,0.2
5/23/2025,12:34:14 AM,LC004528-014,0.1786,,mg/L,1.2
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
5/23/2025,12:31:20 AM,LC004528-009,3.3852,,mg/L,0.6
