"Analista","JGS"
"Fecha de inicio","11:52 p. m. 09/02/2023"
"Hoja de trabajo","Sa000316_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",0.9974,"","mg/L",0.7,0.1084,0.1076,0.1087,0.1090
"Ag","BLANCO",0.0026,"","mg/L",">100",0.0003,0.0005,-0.0004,0.0007
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",-0.0002,0.0000,-0.0004,-0.0002
"Ag","SA000316-001",1.1173,"","mg/L",5.0,0.0049,0.0050,0.0051,0.0046
"Ag","SA000316-002",0.7837,"","mg/L",9.6,0.0035,0.0034,0.0033,0.0039
"Ag","SA000316-003",1.0521,"","mg/L",2.8,0.0047,0.0046,0.0049,0.0047
"Ag","SA000316-004",0.9875,"","mg/L",10.3,0.0044,0.0048,0.0039,0.0044
"Ag","SA000316-005",0.9359,"","mg/L",4.8,0.0041,0.0043,0.0041,0.0039
"Ag","PATRON",0.9880,"","mg/L",0.6,0.1074,0.1067,0.1074,0.1081
"Ag","SA000316-006",1.5511,"","mg/L",8.5,0.0069,0.0064,0.0067,0.0076
"Ag","SA000316-007",1.0939,"","mg/L",10.0,0.0049,0.0051,0.0043,0.0053
"Ag","SA000316-008",0.8737,"","mg/L",6.5,0.0039,0.0042,0.0039,0.0037
"Ag","SA000316-009",2.1739,"","mg/L",2.9,0.0097,0.0094,0.0097,0.0099
"Ag","SA000316-010",0.9421,"","mg/L",5.8,0.0042,0.0041,0.0045,0.0040
"Ag","PATRON",1.0098,"","mg/L",0.3,0.1098,0.1100,0.1093,0.1100
"Ag","BLANCO",0.0069,"","mg/L",47.0,0.0008,0.0011,0.0007,0.0005
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",34.0,0.0003,0.0004,0.0004,0.0002
"Ag","SA000316-011",0.8735,"","mg/L",9.9,0.0039,0.0038,0.0043,0.0036
"Ag","SA000316-012",0.5894,"","mg/L",24.7,0.0026,0.0031,0.0019,0.0028
"Ag","SA000316-013",-0.0809,"","mg/L",">100",-0.0004,-0.0005,0.0003,-0.0009
"Ag","SA000316-014",0.0334,"","mg/L",">100",0.0001,0.0003,0.0000,0.0001
"Ag","SA000316-015",1.6372,"","mg/L",1.7,0.0073,0.0072,0.0074,0.0072
"Ag","PATRON",0.9952,"","mg/L",0.6,0.1082,0.1077,0.1079,0.1090
"Ag","SA000316-016",1.3324,"","mg/L",1.0,0.0059,0.0059,0.0059,0.0060
"Ag","SA000316-017",1.2296,"","mg/L",6.8,0.0055,0.0057,0.0050,0.0056
"Ag","SA000316-018",0.9345,"","mg/L",5.1,0.0042,0.0040,0.0042,0.0044
"Ag","SA000316-019",1.0554,"","mg/L",9.4,0.0047,0.0052,0.0043,0.0046
"Ag","SA000316-020",0.9881,"","mg/L",9.7,0.0043,0.0048,0.0043,0.0040
"Ag","PATRON",1.0035,"","mg/L",1.0,0.0996,0.0989,0.1007,0.0992
"Ag","BLANCO",0.0043,"","mg/L",15.7,0.0004,0.0004,0.0005,0.0004
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",30.4,0.0004,0.0006,0.0003,0.0004
"Ag","SA000316-021",1.1132,"","mg/L",7.7,0.0051,0.0055,0.0047,0.0051
"Ag","SA000316-022",1.1590,"","mg/L",5.8,0.0051,0.0055,0.0049,0.0050
"Ag","SA000316-023",1.0022,"","mg/L",8.3,0.0044,0.0041,0.0048,0.0043
"Ag","SA000316-024",16.0220,"","mg/L",0.4,0.0708,0.0705,0.0708,0.0711
"Ag","SA000316-025",0.8848,"","mg/L",9.0,0.0040,0.0036,0.0042,0.0043
"Ag","PATRON",0.9879,"","mg/L",0.5,0.1053,0.1059,0.1047,0.1053
"Ag","SA000316-026",1.0535,"","mg/L",6.7,0.0047,0.0050,0.0045,0.0045
"Ag","SA000316-027",0.9384,"","mg/L",4.8,0.0041,0.0041,0.0039,0.0043
"Ag","SA000316-028",0.9989,"","mg/L",15.1,0.0044,0.0037,0.0049,0.0046
"Ag","SA000316-029",1.1194,"","mg/L",6.5,0.0044,0.0042,0.0047,0.0044
"Ag","SA000316-030",0.8545,"","mg/L",3.1,0.0035,0.0034,0.0036,0.0036
"Ag","PATRON",0.9998,"","mg/L",0.6,0.0992,0.0986,0.0994,0.0997
"Ag","BLANCO",-0.0016,"","mg/L",">100",-0.0002,0.0001,-0.0002,-0.0004
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0002,0.0000,0.0000,0.0006
"Ag","SA000316-031",1.1889,"","mg/L",6.7,0.0048,0.0045,0.0049,0.0052
"Ag","SA000316-032",1.2030,"","mg/L",6.0,0.0049,0.0051,0.0050,0.0045
"Ag","PATRON",0.9924,"","mg/L",0.3,0.0985,0.0988,0.0982,0.0985
"Ag","BLANCO",0.0037,"","mg/L",">100",0.0004,-0.0001,0.0006,0.0005
