Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.132
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.134
Celda # 11-A,Au 242.80,0.034
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.12
Celda # 6-F2,Au 242.80,0.032
Celda #5-9,Au 242.80,0.102
Celda #(F1+F2),Au 242.80,0.129
NE Tubo 1,Au 242.80,0.015
NE Tubo 2,Au 242.80,0.037
NE Tubo 4,Au 242.80,0.282
NE Tubo 5,Au 242.80,0.308
NE Tubo 6,Au 242.80,0.368
NE Tubo 7,Au 242.80,0.189
Puntual Noroeste,Au 242.80,0.165
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.066
Especial 1,Au 242.80,0.018
Especial 2,Au 242.80,0.031
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.004
Especial 5,Au 242.80,0.052
