Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.583
Comp. Cola Columna,Untitled 000,0.415
Barren,Untitled 000,0.404
Cabeza puntual retorno,Untitled 000,0.578
Celda # 11-A,Untitled 000,0.05
Celda # 11-B,Untitled 000,0.046
Celda # 11-C,Untitled 000,0.083
Celda #5-9,Untitled 000,1.099
Celda #(F1+F2),Untitled 000,0.561
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.729
NE Tubo 4,Untitled 000,0.87
NE Tubo 5,Untitled 000,0.371
NE Tubo 6,Untitled 000,0.12
NE Tubo 7,Untitled 000,0.189
Puntual Noroeste,Untitled 000,0.507
Barren Patios,Untitled 000,0.381
Tubo 3,Untitled 000,0.517
Especial 1,Untitled 000,0.055
Especial 2,Untitled 000,0.057
Especial 3,Untitled 000,0.048
Especial 4,Untitled 000,0.052
Especial 5,Untitled 000,0.122
Especial 6,Untitled 000,0.02
Columna #1,Untitled 000,0.568
Columna #2,Untitled 000,0.563
Columna #3,Untitled 000,0.531
Columna #4,Untitled 000,0.486
Columna #5,Untitled 000,0.401
