Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,3.038
Comp. Cola Columna,Untitled 000,1.41
Barren,Untitled 000,1.183
Cabeza puntual retorno,Untitled 000,3.015
Celda # 11-A,Untitled 000,5.233
Celda # 11-B,Untitled 000,4.846
Celda # 11-C,Untitled 000,5.506
Celda # 6-F2,Untitled 000,0.043
Celda #5-9,Untitled 000,1.68
Celda #(F1+F2),Untitled 000,5.093
NE Tubo 1,Untitled 000,5.723
NE Tubo 2,Untitled 000,0.623
NE Tubo 4,Untitled 000,1.595
NE Tubo 5,Untitled 000,0.687
NE Tubo 6,Untitled 000,0.246
NE Tubo 7,Untitled 000,1.134
Puntual Noroeste,Untitled 000,1.442
Tubo 3,Untitled 000,2.33
Especial 1,Untitled 000,0.078
Especial 2,Untitled 000,0.066
Especial 3,Untitled 000,0.201
Especial 4,Untitled 000,0.196
Especial 5,Untitled 000,0.092
Especial 6,Untitled 000,0.02
