Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.151
Comp. Cola Columna,Untitled 000,1.35
Barren,Untitled 000,1.273
Cabeza puntual retorno,Untitled 000,2.087
Celda # 11-A,Untitled 000,0.462
Celda # 11-B,Untitled 000,0.057
Celda # 11-C,Untitled 000,0.34
Celda #5-9,Untitled 000,1.407
Celda #(F1+F2),Untitled 000,2.269
NE Tubo 1,Untitled 000,0.045
NE Tubo 2,Untitled 000,0.27
NE Tubo 4,Untitled 000,2.437
NE Tubo 5,Untitled 000,2.8
NE Tubo 6,Untitled 000,1.031
NE Tubo 7,Untitled 000,3.009
Puntual Noroeste,Untitled 000,2.263
Barren Patios,Untitled 000,1.144
Tubo 3,Untitled 000,2.837
Especial 1,Untitled 000,0.116
Especial 2,Untitled 000,0.046
Especial 3,Untitled 000,0.315
Especial 4,Untitled 000,1.064
Especial 5,Untitled 000,0.901
Especial 6,Untitled 000,0.844
Columna #1,Untitled 000,1.869
Columna #2,Untitled 000,1.827
Columna #3,Untitled 000,1.731
Columna #4,Untitled 000,1.47
Columna #5,Untitled 000,0.994
