"Analista",""
"Fecha de inicio","28/11/2025 04:11 a. m.  GMT: 28/11/2025 11:11 a. m."
"Hoja de trabajo","EXP000153_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"28/11/2025","04:14:38 a. m.","PATRON",0.9194,"","mg/L",1.0
"28/11/2025","04:14:48 a. m.","BLANCO",-0.0006,"","mg/L",">100"
"28/11/2025","04:14:58 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"28/11/2025","04:15:08 a. m.","EXP000153-001",0.2580,"","mg/L",1.7
"28/11/2025","04:15:18 a. m.","EXP000153-002",0.1532,"","mg/L",0.6
"28/11/2025","04:15:38 a. m.","EXP000153-004",1.0893,"","mg/L",0.8
"28/11/2025","04:15:48 a. m.","EXP000153-005",0.5476,"","mg/L",1.2
"28/11/2025","04:15:58 a. m.","EXP000153-006",0.1886,"","mg/L",3.4
"28/11/2025","04:16:08 a. m.","PATRON",0.9104,"","mg/L",0.2
"28/11/2025","04:16:20 a. m.","EXP000153-007",0.1218,"","mg/L",1.2
"28/11/2025","04:16:30 a. m.","EXP000153-008",0.0492,"","mg/L",2.0
"28/11/2025","04:16:40 a. m.","EXP000153-009",0.1328,"","mg/L",1.0
"28/11/2025","04:16:48 a. m.","EXP000153-010",0.1346,"","mg/L",1.1
"28/11/2025","04:16:58 a. m.","EXP000153-011",0.0036,"","mg/L",75.6
"28/11/2025","04:17:10 a. m.","EXP000153-012",0.0012,"","mg/L",">100"
"28/11/2025","04:17:20 a. m.","PATRON",0.8971,"","mg/L",0.5
"28/11/2025","04:17:36 a. m.","EXP000153-013",0.1122,"","mg/L",1.3
"28/11/2025","04:17:46 a. m.","EXP000153-014",1.0158,"","mg/L",0.6
"28/11/2025","04:18:08 a. m.","EXP000153-003",0.1493,"","mg/L",1.5
"28/11/2025","04:18:08 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

