Analista,JCAN,,,,,,,
Fecha de inicio,7/9/2022 12:12 AM  GMT: 7/9/2022 5:12 AM,,,,,,,
Hoja de trabajo,SA000036_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
,PATRON,0.9993,,mg/L,0.1234,0.122,0.1243,0.124
,BLANCO,0.0006,,mg/L,0.0001,-0.0012,0.0011,0.0004
,BLANCO REACTIVO,0,,mg/L,-0.0009,-0.0011,0.001,-0.0026
,SA000036-001,0.3189,,mg/L,0.0017,0.0019,0.0023,0.0008
,SA000036-002,0.2943,,mg/L,0.0016,0.0028,0.002,-0.0001
,SA000036-003,1.1244,,mg/L,0.006,0.0056,0.0052,0.0072
,SA000036-004,3.2347,,mg/L,0.017,0.0183,0.0166,0.016
,SA000036-005,-0.0319,,mg/L,-0.0002,-0.0011,0.0005,0
,SA000036-006,0.0097,,mg/L,0.0001,-0.0001,0.0002,0.0001
,SA000036-007,0.1639,,mg/L,0.0009,0.001,0.0014,0.0003
,SA000036-008,0.1159,,mg/L,0.0006,-0.0001,0.0009,0.001
,SA000036-009,0.2445,,mg/L,0.0013,0.0012,0.0018,0.001
,SA000036-010,0.0505,,mg/L,0.0003,0.0004,0.0013,-0.0009
,PATRON,0.9999,,mg/L,0.1235,0.1286,0.1235,0.1184
,BLANCO,-0.0009,,mg/L,-0.0001,0.0002,-0.0001,-0.0005
,BLANCO REACTIVO,0,,mg/L,-0.0017,-0.0014,-0.0021,-0.0016
,SA000036-011,0.1552,,mg/L,0.0008,0.001,0.0004,0.0011
,SA000036-012,0.2962,,mg/L,0.0016,0.0018,0.0026,0.0004
,SA000036-013,0.4854,,mg/L,0.0026,0.0027,0.0026,0.0024
,SA000036-014,0.2428,,mg/L,0.0013,0.0009,0.0017,0.0013
,SA000036-015,0.2361,,mg/L,0.0012,0.001,0.0007,0.0021
,SA000036-016,0.716,,mg/L,0.0038,0.0035,0.0036,0.0044
,SA000036-017,0.7954,,mg/L,0.0042,0.0045,0.0035,0.0047
,SA000036-018,0.3572,,mg/L,0.0019,0.0021,0.002,0.0017
,SA000036-019,0.4333,,mg/L,0.0023,0.0023,0.0018,0.0028
,SA000036-020,0.6846,,mg/L,0.0036,0.0029,0.0047,0.0033
,PATRON,0.9917,,mg/L,0.1226,0.1273,0.1151,0.1254
,BLANCO,0.0102,,mg/L,0.0013,0.0005,0.0022,0.0014
,BLANCO REACTIVO,0,,mg/L,-0.0004,-0.0004,-0.0001,-0.0008
,SA000036-021,0.1788,,mg/L,0.001,0.0008,0.0019,0.0002
,SA000036-022,0.3332,,mg/L,0.0018,0.0024,0.0015,0.0014
,SA000036-023,0.2603,,mg/L,0.0014,0.0013,0.0018,0.0011
,SA000036-024,0.2215,,mg/L,0.0012,0.0016,0.001,0.001
,SA000036-025,0.2163,,mg/L,0.0011,0.0017,0.0009,0.0009
,SA000036-026,0.2104,,mg/L,0.0011,0.0016,0.0009,0.0009
,SA000036-027,0.2424,,mg/L,0.0013,0.0016,0.0008,0.0016
,SA000036-028,0.2608,,mg/L,0.0014,0.001,0.0016,0.0016
,SA000036-029,0.1136,,mg/L,0.0006,0.0006,0.0009,0.0003
,SA000036-030,0.2823,,mg/L,0.0015,0.0011,0.0019,0.0015
,PATRON,1.0129,,mg/L,0.117,0.1197,0.1204,0.1109
,BLANCO,-0.0003,,mg/L,0,-0.0005,0.0003,0.0001
,BLANCO REACTIVO,0,,mg/L,0.0013,0.0014,0.0021,0.0006
,SA000036-031,0.1839,,mg/L,0.0009,0.0014,0.0012,0.0001
,SA000036-032,0.2813,,mg/L,0.0014,0.0016,0.001,0.0015
,SA000036-033,0.3754,,mg/L,0.0018,0.0015,0.0014,0.0025
,SA000036-034,0.7104,,mg/L,0.0034,0.0034,0.0045,0.0024
,SA000036-035,0.8718,,mg/L,0.0042,0.004,0.0044,0.0042
,SA000036-036,0.944,,mg/L,0.0046,0.0042,0.0043,0.0052
,SA000036-037,0.8078,,mg/L,0.004,0.0037,0.0041,0.004
,SA000036-038,0.8344,,mg/L,0.004,0.0042,0.0041,0.0036
,SA000036-039,0.1584,,mg/L,0.0008,0.0012,0.0005,0.0006
,SA000036-040,0.1141,,mg/L,0.0006,-0.0012,0.0023,0.0005
,PATRON,1.0107,,mg/L,0.1167,0.1214,0.1081,0.1207
,BLANCO,0.0057,,mg/L,0.0007,0.0008,0.0008,0.0005
,BLANCO REACTIVO,0,,mg/L,0.0019,0.001,0.0027,0.0018
