Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.189
Cabeza puntual retorno,Au 242.80,0.187
Celda #(F1+F2),Au 242.80,0.199
Puntual Noroeste,Au 242.80,0.201
Barren Patios,Au 242.80,0.026
Tubo 3,Au 242.80,0.116
Comp. Cola Columna,Au 242.80,0.026
Barren,Au 242.80,0.026
Celda # 11-A,Au 242.80,0.094
Celda # 11-B,Au 242.80,0.077
Celda # 11-C,Au 242.80,0.045
Celda # 6-F2,Au 242.80,0.092
Celda #5-9,Au 242.80,0.075
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.142
NE Tubo 4,Au 242.80,0.297
NE Tubo 5,Au 242.80,0.381
NE Tubo 6,Au 242.80,0.290
NE Tubo 7,Au 242.80,0.173
Especial 1,Au 242.80,0.071
Especial 2,Au 242.80,0.070
Especial 3,Au 242.80,0.053
Especial 4,Au 242.80,0.046
Especial 5,Au 242.80,0.061
