Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.413
Columna #2,Untitled 000,0.396
Columna #3,Untitled 000,0.373
Columna #4,Untitled 000,0.34
Columna #5,Untitled 000,0.306
Comp. Cabeza Columna,Untitled 000,0.412
Comp. Cola Columna,Untitled 000,0.402
Barren,Untitled 000,0.278
Cabeza puntual retorno,Untitled 000,0.411
Celda # 11-A,Untitled 000,0.04
Celda # 11-B,Untitled 000,0.026
Celda # 11-C,Untitled 000,0.036
Celda #5-9,Untitled 000,0.328
Celda #(F1+F2),Untitled 000,0.439
NE Tubo 1,Untitled 000,0.021
NE Tubo 2,Untitled 000,0.604
NE Tubo 4,Untitled 000,0.339
NE Tubo 5,Untitled 000,0.107
NE Tubo 6,Untitled 000,0.089
NE Tubo 7,Untitled 000,0.149
Puntual Noroeste,Untitled 000,0.412
Barren Patios,Untitled 000,0.294
Tubo 3,Untitled 000,0.637
Especial 1,Untitled 000,0.042
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.054
Especial 5,Untitled 000,0.063
