Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.06
Cabeza puntual retorno,Au 242.80,0.06
Celda #(F1+F2),Au 242.80,0.064
Puntual Noroeste,Au 242.80,0.067
Tubo 3,Au 242.80,0.046
NE Tubo 2,Au 242.80,0.052
NE Tubo 4,Au 242.80,0.057
Especial 1,Au 242.80,0.025
Especial 2,Au 242.80,0.028
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.001
Especial 5,Au 242.80,0.001
Columna #1,Au 242.80,0.046
Columna #2,Au 242.80,0.025
Columna #3,Au 242.80,0.016
Columna #4,Au 242.80,0.009
Columna #5,Au 242.80,0.003
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.007
Barren Patios,Au 242.80,0.006
NE Tubo 1,Au 242.80,0.025
NE Tubo 5,Au 242.80,0.094
NE Tubo 6,Au 242.80,0.095
NE Tubo 7,Au 242.80,0.086
Celda # 11-A,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.02
