Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.483
Comp. Cola Columna,Untitled 000,0.524
Barren,Untitled 000,0.522
Cabeza puntual retorno,Untitled 000,1.499
Celda # 11-A,Untitled 000,1.16
Celda # 11-B,Untitled 000,1.286
Celda # 11-C,Untitled 000,0.627
Celda # 6-F2,Untitled 000,0.627
Celda #5-9,Untitled 000,0.886
Celda #(F1+F2),Untitled 000,1.584
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,1.053
NE Tubo 4,Untitled 000,2.52
NE Tubo 5,Untitled 000,3.563
NE Tubo 6,Untitled 000,2.268
NE Tubo 7,Untitled 000,1.868
Puntual Noroeste,Untitled 000,1.61
Barren Patios,Untitled 000,0.569
Tubo 3,Untitled 000,0.419
Especial 1,Untitled 000,0.49
Especial 2,Untitled 000,0.121
Especial 3,Untitled 000,1.993
Especial 4,Untitled 000,0.08
Especial 5,Untitled 000,0.06
