"Analyst",""
"Date Started","10/1/2025 3:14 AM  GMT: 10/1/2025 10:14 AM"
"Worksheet","EXP000135"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"10/1/2025","4:00:28 AM","PATRON",0.8975,"","mg/L",1.3
"10/1/2025","4:00:40 AM","BLANCO",-0.0011,"","mg/L",">100"
"10/1/2025","4:00:50 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/1/2025","4:01:06 AM","EXP000135-001",0.0199,"","mg/L",6.3
"10/1/2025","4:01:18 AM","EXP000135-002",0.0350,"","mg/L",1.9
"10/1/2025","4:01:30 AM","EXP000135-003",0.0032,"","mg/L",41.4
"10/1/2025","4:01:44 AM","EXP000135-004",0.0026,"","mg/L",73.1
"10/1/2025","4:01:58 AM","EXP000135-005",0.0105,"","mg/L",8.7
"10/1/2025","4:02:12 AM","EXP000135-006",0.0133,"","mg/L",7.7
"10/1/2025","4:02:28 AM","PATRON",0.8905,"","mg/L",0.1
"10/1/2025","4:02:46 AM","EXP000135-007",0.0115,"","mg/L",5.9
"10/1/2025","4:03:02 AM","EXP000135-008",0.1201,"","mg/L",1.3
"10/1/2025","4:03:16 AM","EXP000135-009",0.0103,"","mg/L",7.7
"10/1/2025","4:03:28 AM","PATRON",0.8932,"","mg/L",0.1
"10/1/2025","4:03:44 AM","BLANCO",0.0011,"","mg/L",">100"
"10/1/2025","4:03:54 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"10/1/2025","4:03:54 AM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

