Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.838
Comp. Cola Columna,Untitled 000,0.681
Barren,Untitled 000,0.535
Cabeza puntual retorno,Untitled 000,0.854
Celda # 11-A,Untitled 000,0.058
Celda # 11-B,Untitled 000,0.041
Celda # 11-C,Untitled 000,0.063
Celda # 6-F2,Untitled 000,0.428
Celda #5-9,Untitled 000,2.982
Celda #(F1+F2),Untitled 000,0.708
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.366
NE Tubo 4,Untitled 000,1.579
NE Tubo 5,Untitled 000,0.906
NE Tubo 6,Untitled 000,0.142
NE Tubo 7,Untitled 000,0.439
Puntual Noroeste,Untitled 000,0.683
Barren Patios,Untitled 000,0.427
Tubo 3,Untitled 000,0.438
Especial 1,Untitled 000,0.466
Especial 2,Untitled 000,0.334
Especial 3,Untitled 000,0.059
Especial 4,Untitled 000,0.06
Especial 5,Untitled 000,0.669
Especial 6,Untitled 000,0.029
