Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,3.487
Comp. Cola Columna,Untitled 000,2.208
Barren,Untitled 000,1.932
Cabeza puntual retorno,Untitled 000,3.524
Columna #1,Untitled 000,2.909
Columna #2,Untitled 000,2.838
Columna #3,Untitled 000,2.688
Columna #4,Untitled 000,2.376
Columna #5,Untitled 000,1.877
Celda # 11-A,Untitled 000,8.494
Celda # 11-B,Untitled 000,7.803
Celda # 11-C,Untitled 000,0.577
Celda #5-9,Untitled 000,0.038
Celda #(F1+F2),Untitled 000,1.497
NE Tubo 1,Untitled 000,0.903
NE Tubo 2,Untitled 000,1.269
NE Tubo 4,Untitled 000,1.819
NE Tubo 5,Untitled 000,1.504
NE Tubo 6,Untitled 000,0.687
NE Tubo 7,Untitled 000,1.905
Puntual Noroeste,Untitled 000,1.476
Barren Patios,Untitled 000,1.696
Tubo 3,Untitled 000,1.424
Especial 1,Untitled 000,0.524
Especial 2,Untitled 000,0.476
Especial 3,Untitled 000,0.461
Especial 4,Untitled 000,0.461
Especial 5,Untitled 000,0.397
