Analyst,,,,,,
Date Started,5/21/2025 2:43 AM  GMT: 5/21/2025 9:43 AM,,,,,
Worksheet,LC004510_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/21/2025,2:54:50 AM,PATRON,0.9171,,mg/L,1.2
5/21/2025,2:55:26 AM,LC004510-001,0.0525,,mg/L,1.1
5/21/2025,2:55:38 AM,LC004510-002,0.0165,,mg/L,4
5/21/2025,2:55:52 AM,LC004510-003,0.0463,,mg/L,4.8
5/21/2025,2:56:06 AM,LC004510-004,0.158,,mg/L,0.5
5/21/2025,2:56:20 AM,LC004510-005,0.0922,,mg/L,2
5/21/2025,2:56:34 AM,LC004510-006,0.0932,,mg/L,0.3
5/21/2025,2:56:48 AM,PATRON,0.8911,,mg/L,0.7
5/21/2025,2:57:04 AM,LC004510-007,0.0642,,mg/L,1.1
5/21/2025,2:57:18 AM,LC004510-008,0.0611,,mg/L,2.3
5/21/2025,2:57:32 AM,LC004510-009,0.007,,mg/L,16
5/21/2025,2:57:48 AM,LC004510-010,0.3115,,mg/L,0.5
5/21/2025,2:58:02 AM,LC004510-011,0.0619,,mg/L,2
5/21/2025,2:58:16 AM,LC004510-012,0.247,,mg/L,0.4
5/21/2025,2:58:30 AM,PATRON,0.8863,,mg/L,0
5/21/2025,2:58:44 AM,LC004510-013,0.1757,,mg/L,1
5/21/2025,2:58:58 AM,LC004510-014,0.0647,,mg/L,1.1
5/21/2025,2:59:14 AM,LC004510-015,0.0092,,mg/L,2
5/21/2025,2:59:28 AM,LC004510-016,0.0611,,mg/L,2.9
5/21/2025,2:59:42 AM,LC004510-017,0.0387,,mg/L,3
5/21/2025,2:59:56 AM,LC004510-018,0.1216,,mg/L,1
5/21/2025,3:00:10 AM,PATRON,0.8944,,mg/L,1.7
5/21/2025,3:00:26 AM,PATRON,0.8966,,mg/L,0.6
5/21/2025,3:01:10 AM,BLANCO,0.0051,,mg/L,45.7
5/21/2025,3:01:30 AM,BLANCO,0.0005,,mg/L,>100
5/21/2025,3:03:12 AM,REAGENT BLANK,0,,mg/L,>100
5/21/2025,3:03:22 AM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
