Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.685
Comp. Cola Columna,Untitled 000,0.295
Barren,Untitled 000,0.313
Cabeza puntual retorno,Untitled 000,0.671
Columna #1,Untitled 000,0.572
Columna #2,Untitled 000,0.502
Columna #3,Untitled 000,0.426
Columna #4,Untitled 000,0.354
Columna #5,Untitled 000,0.289
Celda # 11-A,Untitled 000,0.147
Celda # 11-B,Untitled 000,0.034
Celda # 11-C,Untitled 000,0.024
Celda #5-9,Untitled 000,0.279
Celda #(F1+F2),Untitled 000,0.927
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.986
NE Tubo 4,Untitled 000,0.128
NE Tubo 5,Untitled 000,0.728
NE Tubo 6,Untitled 000,2.887
NE Tubo 7,Untitled 000,0.313
Puntual Noroeste,Untitled 000,0.942
Barren Patios,Untitled 000,0.319
Tubo 3,Untitled 000,0.92
Especial 1,Untitled 000,0.129
Especial 2,Untitled 000,0.055
Especial 3,Untitled 000,0.118
Especial 4,Untitled 000,0.275
Especial 5,Untitled 000,0.064
